,"Matthew 1:1 The book of the generation of Jesus Christ, the son of David, the son of Abraham.","Mattheus 1:1 DIE geslagsregister van Jesus Christus, die seun van Dawid, die seun van Abraham:"
en:p,"Matthew 5:25 Agree with thine adversary quickly, whiles thou art in the way with him; lest at any time the adversary deliver thee to the judge, and the judge deliver thee to the officer, and thou be cast into prison.","Mattheus 5:25 Wees gou goedgesind teenoor jou teëparty so lank as jy nog saam met hom op die pad is, sodat die teëparty jou nie miskien oorgee aan die regter en die regter jou oorgee aan die geregsdienaar en jy in die gevangenis gewerp word nie."
,"Matthew 5:26 Verily I say unto thee, Thou shalt by no means come out thence, till thou hast paid the uttermost farthing.","Mattheus 5:26 Voorwaar Ek sê vir jou, jy sal daar sekerlik nie uitkom voordat jy die laaste oortjie betaal het nie."
,"Matthew 5:27 Ye have heard that it was said by them of old time, Thou shalt not commit adultery:",Mattheus 5:27 Julle het gehoor dat aan die mense van die ou tyd gesê is: Jy mag nie egbreek nie.
,"Matthew 5:28 But I say unto you, That whosoever looketh on a woman to lust after her hath committed adultery with her already in his heart.","Mattheus 5:28 Maar Ek sê vir julle dat elkeen wat na ’n vrou kyk om haar te begeer, reeds in sy hart met haar egbreuk gepleeg het."
,"Matthew 5:29 And if thy right eye offend thee, pluck it out, and cast [it] from thee: for it is profitable for thee that one of thy members should perish, and not [that] thy whole body should be cast into hell.","Mattheus 5:29 As jou regteroog jou dan laat struikel, ruk dit uit en gooi dit weg van jou af; want dit is vir jou beter dat een van jou lede vergaan en nie jou hele liggaam in die hel gewerp word nie."
,"Matthew 5:30 And if thy right hand offend thee, cut it off, and cast [it] from thee: for it is profitable for thee that one of thy members should perish, and not [that] thy whole body should be cast into hell.","Mattheus 5:30 En as jou regterhand jou laat struikel, kap dit af en gooi dit weg van jou af; want dit is vir jou beter dat een van jou lede vergaan en nie jou hele liggaam in die hel gewerp word nie."
,"Matthew 5:31 It hath been said, Whosoever shall put away his wife, let him give her a writing of divorcement:","Mattheus 5:31 Daar is ook gesê: Elkeen wat van sy vrou skei, moet haar ’n skeibrief gee."
,"Matthew 5:32 But I say unto you, That whosoever shall put away his wife, saving for the cause of fornication, causeth her to commit adultery: and whosoever shall marry her that is divorced committeth adultery.","Mattheus 5:32 Maar Ek sê vir julle dat elkeen wat van sy vrou skei, behalwe omrede van hoerery, maak dat sy egbreuk pleeg, en elkeen wat die geskeie vrou trou, pleeg egbreuk."
,"Matthew 5:33 Again, ye have heard that it hath been said by them of old time, Thou shalt not forswear thyself, but shalt perform unto the Lord thine oaths:","Mattheus 5:33 Verder het julle gehoor dat aan die mense van die ou tyd gesê is: Jy mag nie vals sweer nie, maar jy moet jou ede aan die Here hou."
,"Matthew 5:34 But I say unto you, Swear not at all; neither by heaven; for it is God's throne:","Mattheus 5:34 Maar Ek sê vir julle: Sweer hoegenaamd nie — nie by die hemel nie, omdat dit die troon van God is;"
,Matthew 5:35 Nor by the earth; for it is his footstool: neither by Jerusalem; for it is the city of the great King.,"Mattheus 5:35 ook nie by die aarde nie, omdat dit die voetbank van sy voete is; ook nie by Jerusalem nie, omdat dit die stad is van die groot Koning;"
,"Matthew 5:36 Neither shalt thou swear by thy head, because thou canst not make one hair white or black.","Mattheus 5:36 ook by jou hoof mag jy nie sweer nie, omdat jy nie een haar wit of swart kan maak nie."
,"Matthew 5:37 But let your communication be, Yea, yea; Nay, nay: for whatsoever is more than these cometh of evil.","Mattheus 5:37 Maar laat julle woord wees: Ja ja, nee nee. Wat meer as dit is, is uit die Bose."
,"Matthew 5:38 Ye have heard that it hath been said, An eye for an eye, and a tooth for a tooth:",Mattheus 5:38 Julle het gehoor dat daar gesê is: Oog vir oog en tand vir tand.
,"Matthew 5:39 But I say unto you, That ye resist not evil: but whosoever shall smite thee on thy right cheek, turn to him the other also.","Mattheus 5:39 Maar Ek sê vir julle dat julle ’n slegte mens nie moet weerstaan nie; maar as iemand jou op jou regterwang slaan, draai ook die ander een na hom toe."
,"Matthew 5:40 And if any man will sue thee at the law, and take away thy coat, let him have [thy] cloke also.","Mattheus 5:40 En hy wat met jou na die gereg wil gaan en jou onderkleed wil neem, laat hom ook die bo-kleed kry."
,"Matthew 5:41 And whosoever shall compel thee to go a mile, go with him twain.","Mattheus 5:41 En elkeen wat van jou een myl afdwing, loop met hom twee myl saam."
,"Matthew 5:42 Give to him that asketh thee, and from him that would borrow of thee turn not thou away.","Mattheus 5:42 Gee aan hom wat jou iets vra, en wys hom nie af wat van jou wil leen nie."
,"Matthew 5:43 Ye have heard that it hath been said, Thou shalt love thy neighbour, and hate thine enemy.",Mattheus 5:43 Julle het gehoor dat daar gesê is: Jy moet jou naaste liefhê en jou vyand moet jy haat.
,"Matthew 5:44 But I say unto you, Love your enemies, bless them that curse you, do good to them that hate you, and pray for them which despitefully use you, and persecute you;","Mattheus 5:44 Maar Ek sê vir julle: Julle moet jul vyande liefhê; seën die wat vir julle vervloek, doen goed aan die wat vir julle haat, en bid vir die wat julle beledig en julle vervolg;"
,"Matthew 5:45 That ye may be the children of your Father which is in heaven: for he maketh his sun to rise on the evil and on the good, and sendeth rain on the just and on the unjust.","Mattheus 5:45 sodat julle kinders kan word van julle Vader wat in die hemele is; want Hy laat sy son opgaan oor slegtes en goeies, en Hy laat reën op regverdiges en onregverdiges."
,"Matthew 5:46 For if ye love them which love you, what reward have ye? do not even the publicans the same?","Mattheus 5:46 Want as julle liefhet die wat vir julle liefhet, watter loon het julle? Doen die tollenaars nie ook dieselfde nie?"
,"Matthew 5:47 And if ye salute your brethren only, what do ye more [than others]? do not even the publicans so?","Mattheus 5:47 En as julle net jul broeders groet, wat besonders doen julle dan? Doen die tollenaars nie ook so nie?"
,"Matthew 5:48 Be ye therefore perfect, even as your Father which is in heaven is perfect.",Mattheus 5:48 Wees julle dan volmaak soos julle Vader in die hemele volmaak is.
,"Matthew 6:1 Take heed that ye do not your alms before men, to be seen of them: otherwise ye have no reward of your Father which is in heaven.",Mattheus 6:1 PAS op dat julle nie jul liefdadigheid voor die mense bewys om deur hulle gesien te word nie; anders het julle geen loon by julle Vader wat in die hemele is nie.
,"Matthew 6:2 Therefore when thou doest [thine] alms, do not sound a trumpet before thee, as the hypocrites do in the synagogues and in the streets, that they may have glory of men. Verily I say unto you, They have their reward.","Mattheus 6:2 Wanneer jy dan liefdadigheid bewys, moenie ’n trompet voor jou blaas soos die geveinsdes in die sinagoges en op die strate doen, dat hulle deur die mense geëer kan word nie. Voorwaar Ek sê vir julle, hulle het hul loon weg."
en:p,"Matthew 6:3 But when thou doest alms, let not thy left hand know what thy right hand doeth:","Mattheus 6:3 Maar jy, as jy liefdadigheid bewys, laat jou linkerhand nie weet wat jou regterhand doen nie,"
,Matthew 6:4 That thine alms may be in secret: and thy Father which seeth in secret himself shall reward thee openly.,"Mattheus 6:4 sodat jou liefdadigheid in die verborgene kan wees; en jou Vader wat in die verborgene sien, Hy sal jou in die openbaar vergelde."
,"Matthew 6:5 And when thou prayest, thou shalt not be as the hypocrites [are]: for they love to pray standing in the synagogues and in the corners of the streets, that they may be seen of men. Verily I say unto you, They have their reward.","Mattheus 6:5 En wanneer jy bid, moet jy nie wees soos die geveinsdes nie; want hulle hou daarvan om in die sinagoges en op die hoeke van die strate te staan en bid, om deur die mense gesien te word. Voorwaar Ek sê vir julle dat hulle hul loon weg het."
,"Matthew 6:6 But thou, when thou prayest, enter into thy closet, and when thou hast shut thy door, pray to thy Father which is in secret; and thy Father which seeth in secret shall reward thee openly.","Mattheus 6:6 Maar jy, wanneer jy bid, gaan in jou binnekamer, sluit jou deur en bid jou Vader wat in die verborgene is; en jou Vader wat in die verborgene sien, sal jou in die openbaar vergelde."
,"Matthew 6:7 But when ye pray, use not vain repetitions, as the heathen [do]: for they think that they shall be heard for their much speaking.","Mattheus 6:7 En as julle bid, gebruik nie ’n ydele herhaling van woorde soos die heidene nie, want hulle dink dat hulle deur hul baie woorde verhoor sal word."
,"Matthew 6:8 Be not ye therefore like unto them: for your Father knoweth what things ye have need of, before ye ask him.","Mattheus 6:8 Moet dan nie soos hulle word nie, want jul Vader weet wat julle nodig het voordat julle Hom vra."
,"Matthew 6:9 After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name.","Mattheus 6:9 Só moet julle dan bid: Onse Vader wat in die hemele is, laat u Naam geheilig word;"
,"Matthew 6:10 Thy kingdom come. Thy will be done in earth, as [it is] in heaven.","Mattheus 6:10 laat u koninkryk kom; laat u wil geskied, soos in die hemel net so ook op die aarde;"
,Matthew 6:11 Give us this day our daily bread.,Mattheus 6:11 gee ons vandag ons daaglikse brood;
,"Matthew 6:12 And forgive us our debts, as we forgive our debtors.","Mattheus 6:12 en vergeef ons ons skulde, soos ons ook ons skuldenaars vergewe;"
,"Matthew 6:13 And lead us not into temptation, but deliver us from evil: For thine is the kingdom, and the power, and the glory, for ever. Amen.","Mattheus 6:13 en lei ons nie in versoeking nie, maar verlos ons van die Bose. Want aan U behoort die koninkryk en die krag en die heerlikheid tot in ewigheid. Amen."
,"Matthew 6:14 For if ye forgive men their trespasses, your heavenly Father will also forgive you:","Mattheus 6:14 Want as julle die mense hulle oortredinge vergewe, sal julle hemelse Vader julle ook vergewe."
,"Matthew 6:15 But if ye forgive not men their trespasses, neither will your Father forgive your trespasses.","Mattheus 6:15 Maar as julle die mense hulle oortredinge nie vergewe nie, sal julle Vader julle oortredinge ook nie vergewe nie."
,"Matthew 6:16 Moreover when ye fast, be not, as the hypocrites, of a sad countenance: for they disfigure their faces, that they may appear unto men to fast. Verily I say unto you, They have their reward.","Mattheus 6:16 En wanneer julle vas, moenie lang gesigte trek soos die geveinsdes nie; want hulle mismaak hul gesigte, sodat dit deur die mense gesien kan word dat hulle vas. Voorwaar Ek sê vir julle, hulle het hul loon weg."
en:p,"Matthew 6:17 But thou, when thou fastest, anoint thine head, and wash thy face;","Mattheus 6:17 Maar jy, as jy vas, salf jou hoof en was jou gesig,"
,"Matthew 6:18 That thou appear not unto men to fast, but unto thy Father which is in secret: and thy Father, which seeth in secret, shall reward thee openly.","Mattheus 6:18 sodat jy nie die mense laat sien dat jy vas nie, maar jou Vader wat in die verborgene is; en jou Vader wat in die verborgene sien, sal jou in die openbaar vergelde."
,"Matthew 6:19 Lay not up for yourselves treasures upon earth, where moth and rust doth corrupt, and where thieves break through and steal:","Mattheus 6:19 MOENIE vir julle skatte bymekaarmaak op die aarde, waar mot en roes verniel en waar diewe inbreek en steel nie;"
,"Matthew 6:20 But lay up for yourselves treasures in heaven, where neither moth nor rust doth corrupt, and where thieves do not break through nor steal:","Mattheus 6:20 maar maak vir julle skatte bymekaar in die hemel, waar geen mot of roes verniel nie en waar diewe nie inbreek en steel nie;"
,"Matthew 6:21 For where your treasure is, there will your heart be also.","Mattheus 6:21 want waar julle skat is, daar sal julle hart ook wees."
,"Matthew 6:22 The light of the body is the eye: if therefore thine eye be single, thy whole body shall be full of light.","Mattheus 6:22 Die lamp van die liggaam is die oog. As jou oog dan reg is, sal jou hele liggaam verlig wees."
,"Matthew 6:23 But if thine eye be evil, thy whole body shall be full of darkness. If therefore the light that is in thee be darkness, how great [is] that darkness!","Mattheus 6:23 Maar as jou oog verkeerd is, sal jou hele liggaam donker wees. As dan die lig in jou donkerheid is, hoe groot is die donkerheid nie!"
,"Matthew 6:24 No man can serve two masters: for either he will hate the one, and love the other; or else he will hold to the one, and despise the other. Ye cannot serve God and mammon.","Mattheus 6:24 Niemand kan twee here dien nie; want òf hy sal die een haat en die ander liefhê, òf hy sal die een aanhang en die ander verag. Julle kan nie God én Mammon dien nie!"
,"Matthew 6:25 Therefore I say unto you, Take no thought for your life, what ye shall eat, or what ye shall drink; nor yet for your body, what ye shall put on. Is not the life more than meat, and the body than raiment?",Mattheus 6:25 Daarom sê Ek vir julle: Moenie julle kwel oor jul lewe — wat julle sal eet en wat julle sal drink nie; of oor jul liggaam — wat julle sal aantrek nie. Is die lewe nie meer as die voedsel en die liggaam as die klere nie?
